,country,description,designation,points,price,province,region_1,region_2,variety,winery
259,Hungary,"Freshly ground black pepper and dark cherries scent this Hungarian Kékfrankos. It is medium bodied, presenting flavors of pomegranate and sour cherry with a slightly tart finish.",Balf,87,17,Sopron,,,Kekfrankos,Weninger
260,US,"Inviting aromatics of nutmeg and Asian spice give way to a silky, savory and light-bodied version of the variety, with a backbone of sizable tannin.",,87,28,California,Sonoma County,Sonoma,Zinfandel,Borrellie
261,France,"This is 100% Grenache from a vineyard planted in 1895, so genuinely old vines. That said, 2013 was a challenging vintage, and this wine shows the firmness that marks so many of the wines. It's taut, dusty and herbal, with drying tannins on the finish.",1895,87,30,Rhône Valley,Côtes du Rhône Villages,,Grenache,Château Maucoil
262,US,"A pale orange-pink shade, this rosé shows watermelon, baked strawberries, orange cream and a touch of bubblegum on the welcoming nose. Once sipped, it's sleek and easy to drink, with rich red fruit cut by a tangy, almost sour orange zest.",Mi Pasión,87,20,California,Santa Barbara County,Central Coast,Rosé,Feliz Noche
263,US,Piney sage and crisp sour cherry surround a bombastically brawny structure and outpouring of power in this 100% varietal wine. It should be enjoyed slowly and with plenty of food.,,87,32,California,Napa Valley,Napa,Zinfandel,Herencia
264,US,"Juicy and ripe, yet briskly composed, this medium-bodied Pinot Noir boasts flavors of red cherry and strawberry preserves offset by crisp cranberry acidity. It's concentrated on the palate but finishes swiftly with just a feathery hint of tannins.",,87,19,New York,Finger Lakes,Finger Lakes,Pinot Noir,Heron Hill
265,US,"Intriguing in tobacco and a sense of the forest, especially pine, this soft, chewy, fuller wine finishes quickly in black pepper.",Pigoni Ranch,87,38,California,Alexander Valley,Sonoma,Syrah,Manzanita Creek
266,Italy,"Plum, dark cooking spice and menthol aromas emerge in the glass. The firm palate offers dried black cherry, toast, licorice and espresso alongside assertive, grainy tannins that leave a rather raspy finish.",,87,18,Tuscany,Chianti Classico,,Red Blend,Casaloste
267,Italy,"The nose is rather closed but eventually reveals aromas of espresso, toasted oak, clove and a balsamic note. The tightly wound palate offers unripe cherry, star anise and a green note of powdered sage while firm, grainy tannins leave an astringent finish.",Vallocaia Riserva,87,46,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Bindella
268,US,"Tobacco box and cedar notes lend savory nuances to this stately, but slightly subdued Cabernet Sauvignon. Delicate black plum and cherry flavors are crisp and cool, fringed by soft fine tannins. Drink now through 2018.",Estate Bottled,87,16,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Wagner
269,Spain,"Dusty, gritty citrus aromas are softened by leesy notes and a vanilla scent. The palate is foamy and short on complexity. Flavors of orange, nectarine and white pepper turn slightly bitter, while citric acidity lends freshness to the finish.",Natura Brut,87,42,Central Spain,La Mancha,,Sparkling Blend,Alcardet
270,France,"Packed with fruit and crisp acidity, this is a bright, light and perfumed wine. Red-berry flavors are lifted by red currants and a light spice. Drink now for total freshness.",,87,22,Loire Valley,Sancerre,,Rosé,Bernard Reverdy et Fils
271,US,"There's a seltzer quality to the nose of this wine, with aromas of pink-grapefruit spritz, apple and pear cider, and fresh baking soda. It's tight and grippy on the palate, with flavors of green-apple flesh and tangerine skin that linger into the finish.",,87,24,California,Paso Robles,Central Coast,Albariño,Broken Earth
272,Italy,"Baked plum, roasted coffee bean, toast and a whiff of grilled herb lead the nose. The concentrated palate offers dried black cherry, blackberry jam and licorice alongside assertive tannins that leave a mouth-puckering finish. The fruit is showing signs of drying out so drink sooner rather than later.",,87,,Tuscany,Brunello di Montalcino,,Sangiovese,Colombaio
273,US,"This closed, youthful wine is wrapped up in the ripeness and grippy nature of the vintage. It has a tropical edge to the fruit, a mix of pineapple and guava supported by juicy peach that finishes full bodied and lush on the palate.",,87,40,California,Sonoma Coast,Sonoma,Chardonnay,Corner 103
274,France,"Based in Humbligny, midway between Menetou-Salon and Sancerre, this producer has vines in both appellations. A delicate, perfumed wine, this enjoys a good balance between acidity and apple and white peach flavors. It's rounded, full in the mouth and ready to drink.",,87,25,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine de Champarlan
275,France,"A light approach to Chablis, this brings out crisp fruitiness, attractive acidity, apple flavors and a touch of steeliness. With its creamy, ripe aftertaste, the wine is ready to drink.",,87,25,Burgundy,Chablis,,Chardonnay,Domaine Louis Moreau
276,France,"From the Mâcon appellation that is dominated by the formidable rock of Solutré, this is a ripe, full-bodied wine. It offers juicy acidity, fresh sliced apple flavors and a touch of spice. The wine is ready, although it will be better from late 2016.",,87,27,Burgundy,Mâcon Solutré,,Chardonnay,Domaine Trouillet
277,US,"Black slate, vanilla and red cherries show on the nose of this widely available wine, which is nicely complex for such a large case load. The palate is medium in body but heartily spiced, with dark pomegranate and cherry-pie flavors hanging on a chalky tannic structure.",,87,17,California,Central Coast,Central Coast,Cabernet Sauvignon,Edna Valley Vineyard
278,France,"This is firm and tannic, reflecting the challenges of the vintage, yet it does show classic garrigue aromas and flavors of black olives and dark cherries. Drink it now with grilled meats, or hold it a year or two in the hopes of it softening a little.",,87,15,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Famille Perrin
279,France,"This perfumed wine has a rustic edge that should blow away as the wine matures. For the fruit, it is red-berry time: bright, soft and lifted by gentle tannins and lively acidity. The wine will improve for a few more months, so drink from late 2017.",Champ Gibault,87,28,Loire Valley,Coteaux du Giennois,,Pinot Noir,Florian Roblin
280,France,"An herbal wine, this is full of gooseberry and grapefruit flavors. It's tangy, tight with a steely texture and a strong mineral streak. The wine is fresh, fruity and ready to drink.",Les Crilles,87,28,Loire Valley,Sancerre,,Sauvignon Blanc,Gitton Père et Fils
281,New Zealand,"This is gentle, supple Pinot Noir that's ready to drink. Subtle cola, herb and red-fruit shadings are varietally correct, picking up hints of cinnamon and then finishing tart and mouthwatering.",,89,19,New Zealand,,,Pinot Noir,Vinterra
282,New Zealand,"From an interior subregion of Hawke's Bay, this shows classic oak-aged Pinot aromas of cherries, brown sugar and baking spices. It's medium in weight, with a suede-like texture and a savory, mocha-tinged finish. This is already showing a hint of bricking at the rim, so drink it over the next few years.",,89,,Hawke's Bay,,,Pinot Noir,Lime Rock
283,France,"The vines of Saint-Tropez are often within sight of the sea in the hills above the famous resort. This single-estate wine from a property managed by the Saint-Tropez cooperative contrasts fresh fruit and acidity with a generous ripe texture. It is soft, fruity and ready to drink now.",Château la Moutte,89,32,Provence,Côtes de Provence,,Rosé,Vignobles de Saint-Tropez
284,Italy,"Shy when first opened, this wine reveals grapefruit and pineapple scents with a little air. The medium-bodied palate has a tangy quality, offering juicy peach and citrus flavors, accompanied by fresh acidity.",,89,27,Northeastern Italy,Collio,,Sauvignon,Villa Russiz
285,US,"Almost entirely whole cluster fermented, this reserve saw just 5% new oak; the rest was neutral. It's clean and sharp-edged, with tangy raspberry fruit. Put it away for a couple more years, and drink from 2020 on.",Skyraider Reserve,89,60,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Vista Hills
286,US,"Merlot makes up just over half of this wine, with Cabernet Sauvignon (39%) playing second fiddle and Cabernet Franc and Malbec rounding it out. It's expressive, with aromas of fig, golden raisins, eucalyptus and red fruit, with the aromas seeming slightly dried out. The palate is fruit forward and textured, while still showing restraint and length.",Interlude,89,28,Washington,Washington,Washington Other,Bordeaux-style Red Blend,Waters
287,Argentina,"Aromas of berry fruits, barrel spice and desert herbs lead to a solid palate that's tight as a fist. This tastes dry, spicy and oaky, with peppery berry and plum notes. An oaky spicy finish offers just enough bold plum and berry fruit.",Single Organic Vineyard,89,15,Mendoza Province,Mendoza,,Bonarda,Caligiore
288,Italy,"This 100% Nebbiolo opens with classic varietal aromas of dried rose petal, underbrush and balsam. The savory palate delivers red raspberry, sour cherry and baking spice flavors, with polished tannins and fresh acidity. Drink now–2021.",Sassella,89,23,Lombardy,Valtellina Superiore,,Nebbiolo,Rainoldi
289,New Zealand,"Attractive hints of celery leaf add complexity to this wine's melon and citrus flavors. It's medium bodied, with a long, mouthwatering finish.",Old Coach Road,89,16,Nelson,,,Sauvignon Blanc,Seifried
290,New Zealand,"Passion fruit and green onion aromas give a zesty impression even before tasting. On the palate, there's more passion fruit, underscored by underripe pineapple, a long, citrusy finish and a dry, slightly chalky texture.",,89,17,Marlborough,,,Sauvignon Blanc,Nautilus
291,New Zealand,"Rich almost to the point of oiliness, this is a fuller-than-typical vintage for this wine. Honey adds a sense of sweetness to the ripe lychee flavors, but there's still sufficient peppery-gingery spice for balance. Drink now.",,89,19,Marlborough,,,Gewürztraminer,Lawson's Dry Hills
292,Spain,"Name and reputation get you only so far, as this underwhelming offering from a poor vintage proves. Compact stewy aromas of baked berry fruits and asphalt are the appetizer. A main course of chunky jammy stewy berry and prune flavors finishes with a desiccated essence. Unico is known to age for decades, but not this vintage. Drink now for what it's worth.",Unico,89,500,Northern Spain,Ribera del Duero,,Tempranillo-Cabernet Sauvignon,Vega Sicilia
293,France,"From one of the old Provence estates, this is a concentrated herbal wine. It has plenty of spice as well as full red fruits and balanced acidity. This is a fine wine, packed with taste. Drink now.",,89,26,Provence,Côtes de Provence,,Rosé,Château Saint-Maur
294,France,"This wine, named after a swarm of bees, comes from a small region in the center of the larger Côtes de Provence. From high-altitude vineyards in a state park, it is cool while keeping plenty of richness. The acidity and the red-currant fruits dominate this attractive, ready-to-drink wine.",Les Abeillons,89,22,Provence,Coteaux Varois en Provence,,Rosé,Château Thuerry
295,US,"This blend of 87% Grenache and 13% Syrah shows red apple, deep strawberry and yeast touches on the fresh and lively nose. It hits the palate with brilliant, tactile energy, delivering rounded red fruit and bubblegum flavors that make it a certain summertime crowd pleaser.",Pink Pedals,89,15,California,Paso Robles,Central Coast,Rosé,Chronic Cellars
296,US,"Tangy yellow grapefruit aromas meet broad Gala apple and almond scents in this bottling from veteran winemaker Norman Beko. The palate is light in texture but overflows with marshmallow, lemon and sea salt flavors.",Barrel Select,89,48,California,Santa Maria Valley,Central Coast,Chardonnay,Cottonwood Canyon
297,Italy,"Made entirely from Syrah, this offers earthy black-skinned fruit, tilled soil and leather aromas. The round, friendly palate delivers blackberry jam, black plum and white pepper flavors, alongside smooth tannins.",Krio,89,29,Sicily & Sardinia,Terre Siciliane,,Syrah,Curto
298,France,"It is the 20% Gros Manseng in the blend that makes this wine. It gives it an extra dimension, a touch of honey and hints of apricots. It is an attractive contrast to the herbal character from the Colombard and Ugni Blanc. This a delicious wine, still young and ready to go from the end of 2017.",Envie de Joÿ,89,14,Southwest France,Côtes de Gascogne,,White Blend,Domaine de Joÿ
299,US,"Dry and succulent, this brings tangy flavors of rhubarb and raspberry into focus. It's made for picnic foods—could anything be better with fried chicken? This is widely available and scores a bullseye if your target is a summer sipper.",Rosé of,89,14,Oregon,Oregon,Oregon Other,Rosé,Acrobat
300,Italy,"Made from organically farmed grapes, this offers tropical and white stone fruit aromas. On the bright palate, a saline hint underscores yellow apple, Bartlett pear and citrus fruit. It finishes clean and crisp.",Vigna di Mandranova,89,20,Sicily & Sardinia,Sicilia,,Grillo,Alessandro di Camporeale
301,US,"A difficult vintage across the state, 2015 was especially tough in remote and dry places like Mt. Harlan. Despite that hurdle, Josh Jensen pulled off a delicate winner with this bottling, which shows white peach, honeydew and Meyer lemon scents on the nose. The flavors are also light, with nectarine and Asian pear most prominent, all enwrapped in nervy tension.",Fortieth Anniversary Vintage,89,34,California,Mt. Harlan,Central Coast,Viognier,Calera
302,Italy,"Citrus blossom and orchard fruit aromas lead the way. On the round, medium-bodied palate, tangy acidity supports ripe yellow apple and pear flavors. A hint of citrus zest marks the close.",,89,25,Northeastern Italy,Collio,,Pinot Grigio,Castello di Spessa
303,France,"This wine is particularly fruity with red-currant and raspberry flavors right up front. Crisp and lively, it is bone dry and packed with acidity as well as the great fruitiness. Ready to drink now. The 12th-century estate has been in the same family since the early 19th century.",La Plaine des Maures,89,20,Provence,Côtes de Provence,,Rosé,Château d'Astros
304,France,"Backed by consultant Hubert de Boüard from Saint-Emilion, this is a crisp red-currant-flavored wine. It is light, tangy and with delicious acidity. With its bright lively textured aftertaste, the wine is made to go with food. Drink now.",Impatience,89,22,Provence,Côtes de Provence,,Rosé,Château de Berne
305,France,"Owned by Champagne producer Bruno Paillard, this wine is as crisp as a rosé Champagne. It is light and fruity with just a touch of mineral texture. The red-berry flavors lift and enhance the concentration of this attractive wine. Drink now.",,89,25,Provence,Côtes de Provence,,Rosé,Château des Sarrins
306,US,"Very alluring yellow apple and Bosc pear aromas are followed by an elegantly styled palate, with racy lemony acids on the finish. It shows a pleasing sense of purity and elegance. Pair it with food to see it at its best.",Boushey Vineyard,89,25,Washington,Yakima Valley,Columbia Valley,Chardonnay,Eight Bells
307,Italy,"Yellow stone fruit, citrus and Mediterranean brush aromas float out of the glass. On the bright, tangy palate, mature apricot and nectarine flavors mingle with savory mineral notes and hints of chopped herb.",,89,20,Southern Italy,Greco di Tufo,,Greco,Feudi di San Gregorio
308,US,"Barrel aromas are out front on this 100% varietal wine, with notes of wood spice, vanilla, pencil lead and baking spice followed by dark plum. The flavors are dense, dark and palate coating. The wood shows quite prominently on the palate as well but if you can get beyond it, there are good things happening.",Ciel du Cheval Vineyard,89,50,Washington,Red Mountain,Columbia Valley,Merlot,Fidelitas
309,US,"Though a slightly riper style of rosé than is de rigeur today, this is a solid and lively wine, its ripe raspberry and red plum aromas cut by lime pith and squeezed lemon notes. Ruby red grapefruit, mulberry and baking spice elements pop on the palate.",,89,16,California,Central Coast,Central Coast,Rosé,Fossil Point
310,France,"This is a stylish wine. It has fine acidity and light poised fruity character. With plenty of orange zest and a herbal touch, this blend of Cinsault, Grenache and Syrah is a generous wine, ready to drink now.",,89,,Provence,Côtes de Provence,,Rosé,Hecht & Bannier
311,France,"This is a full, ripe Champagne with a lightly mineral texture. It comes from the northern end of the Montagne de Reims, giving dominance to Pinot Noir. It is a food-style of Champagne, with its dry texture and almond and citric flavors.",Premier Cru Brut,87,40,Champagne,Champagne,,Champagne Blend,Aubry
312,France,"Blending Sauvignon Blanc with Chardonnay allows this wine to be broad, ripe and gently textured. Still young, it is bone dry, crisp with citrus and rounded with almonds and white fruits. The wine needs a few more months, so drink from mid-2016.",,87,18,Loire Valley,Cheverny,,Sauvignon Blanc-Chardonnay,Benoît Daridan
313,Germany,"Apple blossoms perfume pristine lemon, lime and tangerine in this invigorating off-dry Riesling. Vivacious and brisk, it's uncomplicated yet refreshingly thirst quenching. Drink now.",Off-Dry,87,17,Mosel,,,Riesling,Bischöfliche Weingüter Trier
314,Portugal,"A full ripe and refreshingly fruity wine, this is full of grapefruit, apricot and ripe pear flavors. It has a touch of spice and a firmly mineral character. Drink now.",Vinha do Putto Branco,87,14,Bairrada,,,Portuguese White,Campolargo
315,Germany,"Blossomy and perfumed, this white wine made from red Pinot Noir grapes exudes much of the variety's smoky floral flair against the backdrop of a crisp, refreshing white wine. The palate is concentrated in pressed apple and pear notes that finish briskly. Drink now.",Blanc de Noirs Rüdesheim Trocken,87,16,Rheingau,,,Spätburgunder,Carl Ehrhard
316,Portugal,"A smooth and ripe rosé from Touriga Nacional and Tinta Roriz, this is a cherry and red berry flavored wine. It has weight and a rich texture that are balanced by the crisp raspberry and fresh apple brightness at the end. Drinkble beginning now.",O Brazileiro,87,14,Dão,,,Rosé,Casa da Passarella
317,Italy,"This slowly reveals aromas of pressed rose, star anise, ripe berry and a menthol note. On the firm, straightforward palate, hints of licorice and clove add interest to dried black cherry. Give the bracing tannins a few more years to unclench and then drink up to capture the remaining fruit.",,87,40,Piedmont,Barolo,,Nebbiolo,Collina San Ponzio
318,US,"The grapes were farmed biodynamically, fermented with wild yeasts, and just two barrels were aged in new oak. The stiff berry fruit is cloaked in details of stem and earth, tart acids and a whiff of compost.",Johan Vineyards,87,35,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Day
319,Spain,"Vanilla and bitter peach-pit aromas open this blend of 70% Garnacha Blanca with 30% Viognier. In the mouth, this is round, with healthy acidity. Waxy melony flavors are further softened by lees and vanilla notes, while the finish is creamy and a touch flat.",Via Edetana,87,18,Catalonia,Terra Alta,,White Blend,Edetària
320,Germany,"This off-dry Gewürztraminer opens with a powerful bouquet of bergamot, violet and rose perfume that seeps into the palate. The aromatics are a bit overwhelming, but bright tangerine flavors stand up well. It's a light-footed wine that finishes briskly.",Spätlese,87,23,Pfalz,,,Gewürztraminer,Fitz-Ritter
321,US,"Kiwi, peach and pineapple mark this blend of 93% Sauvignon Blanc and 7% Sémillon, providing a tropical character and personality. Medium in body and weight, it finishes moderately influenced by oak and a touch of vanilla cream.",,87,18,California,Napa Valley,Napa,Sauvignon Blanc,Heritance
322,US,Ripe butterscotch and a notable flank of big vanilla and oak greet the entry of this vineyard-designate. It makes for a luxurious wine reflective of a warm vintage and approach.,La Cruz Vineyard,87,38,California,Sonoma Coast,Sonoma,Chardonnay,Keller
323,Argentina,"Aromas of cedary oak, vanilla and spiced berry fruits are encouraging. In the mouth, however, this old-vines Malbec is jumpy and rubbery, with high acidity. Flavors of stalky red plum taste mildly oxidized and Sherried, while the finish is herbal and tastes burnt. All in all, this just doesn't fully come together.",Primeras Viñas,87,53,Mendoza Province,Luján de Cuyo,,Malbec,Lagarde
324,US,"Clean apple, crisp pear and fresh yellow pluot aromas are lifted even more by stony chalkiness on this wine's nicely balanced nose. The palate is ripe with Japanese pear flesh and Anjou pear skins, yet the edges are bursting with tart lime, kumquat and green apple-skin flavors.",,87,27,California,Santa Clara Valley,Central Coast,Grenache Blanc,Lion Ranch
325,Germany,"Whimsically feline packaging aside, this fruity and forward Pinot Grigio does a good job balancing bright luscious stone fruit against refreshing lemon-lime acidity. It's an easygoing, widely appealing dry white at a bargain price. Drink now.",,87,12,Rheinhessen,,,Pinot Grigio,Lucky Neko
326,US,"This wine shows smooth red fruit that is light and generic, with modest weight and an earthy flavor. The wine spent a bit of time in 25% new oak, though it doesn't show up in the flavors.",The Attaché,87,40,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Maison L'Envoyé
327,Italy,"Aromas of espresso, French oak, blackberry and exotic spice lead the way. The firm palate offers raw black cherry, coconut and oak-driven spice alongside racy acidity and fine-grained tannins. It closes on a note of roasted coffee bean.",Peiregal,87,36,Piedmont,Barbera d'Alba,,Barbera,Marchesi di Barolo
328,Spain,"This is a solid Verdejo with stony aromas of citrus fruits, grapefruit in particular. A palate with citric acidity creates a fresh platform for orange and grapefruit flavors. A round plump finish with briny citrus flavors is a good ending.",,87,11,Northern Spain,Rueda,,Verdejo,Marqués de Irún
329,Spain,"Floral leesy aromas of chunky stone fruits and citrus come with a green note of lettuce leaf. This feels round and a touch oily, while briny mildly bitter flavors of citrus finish pithy.",Pazo Barrantes,87,20,Galicia,Rías Baixas,,Albariño,Marqués de Murrieta
330,Germany,Touches of autumn leaves and dried herbs lend a savory feel to this dry and tightly composed Riesling. Bracing acidity and savory apple and pear flavors mark the palate.,Gutsriesling Dry,87,21,Nahe,,,Riesling,Mathern
331,US,"Fresh cantaloupe aromas, mouth-filling pear and peach flavors and a generous texture make this an extroverted wine that could make a great pairing with salty cheeses. It is full bodied, very smooth-textured and long on the finish, where honey and vanilla flavors echo.",,87,11,California,River Junction,Central Valley,Viognier,McManis
332,Germany,"Flirty and floral, this sunny off-dry Pinot Noir rosé (blended with a touch of Dornfelder) offers forward fruitiness in an elegant frame. With a kiss of strawberry and cherry flavors, it's an accessible, yet satisfying quaffer.",,87,23,Mosel,,,Rosé,HPSepicurean
333,Argentina,"Raspberry and cherry aromas are mild while not stirring much excitement. This feels a bit raw and tannic, but it's got enough body to hold up. Berry and plum flavors finish with hints of spice and chocolate.",Premium Reserve,87,17,Mendoza Province,Luján de Cuyo,,Cabernet Sauvignon,Piattelli
334,Spain,"Earthy plum and stalky berry aromas are bolstered by bold oak aromas. This feels good and healthy, with spicy oaky flavors that are dry lactic and push the wine's fruit to the background. A woody spicy, minty finish ends this. Drink through 2017.",Crianza,87,13,Northern Spain,Rioja,,Tempranillo,Ramón Bilbao
335,Australia,"Cedar and vanilla notes mark the nose of this wine, which boasts ample weight, modest fruit and a soft, open-knit texture. It's appealing for its oaky charm.",,87,20,South Australia,Adelaide Hills,,Pinot Noir,Sidewood
336,Argentina,"Reduced rubbery aromas of blackberry and black currant come with a touch of mushroom. This is extracted, heavy and blocky on the palate, while baked blackberry flavors are massive but short on elegance. Bitter coffee flavors, rugged tannins and stickiness make for a heavy finish.",La Encerrada Estate Vineyard,87,16,Mendoza Province,Mendoza,,Malbec,Benegas
337,Italy,"Bracing and tightly wound, this opens with subdued aromas of pressed rose, resin and a whiff of exotic spice. The evolved palate isn't in sync with the nose, offering raisin and a touch of anise as well as aggressive, astringent tannins that give it an abrupt, raspy finish. It's already drying out so drink now.",Roggeri Riserva,87,70,Piedmont,Barolo,,Nebbiolo,Ciabot Berton
338,Germany,"Luscious honeyed tangerine and yellow peach notes are offset by a streak of minerality in this easy, off-dry Riesling. It's delicate in body yet juicy and refreshing. Drink now.",Kabinett,87,13,Rheinhessen,,,Riesling,Dr. Volkmar
339,Italy,"Aromas of oak, toast, coconut and dark berry lead the nose and carry over to the bracing palate along with white pepper and oak-driven spice. Firm, extremely astringent tannins give this a bracing finish. Drink after 2018.",Sergentin,87,25,Piedmont,Roero,,Nebbiolo,Fabrizio Battaglino
340,US,"This medium-bodied, understated wine has a rather light red color with brown undertones. It offers subtle earthy and smoky aromas, tart fruit flavors like cranberries, and an appropriately tannic texture. While its flavors are subtle, the balance is great and this wine stayed fresh for three days after opening.",,87,18,California,Amador County,Sierra Foothills,Sangiovese,Noceto
341,US,"It's a midnight-black wine, full-bodied and tannic, with immense black currant, grilled meat and black pepper flavors that finish bone dry. Already throwing some sediment, it will live for two decades, without gaining in complexity. Drink now–2025.",,87,28,California,Santa Barbara County,Central Coast,Petite Sirah,Santa Barbara Winery
342,US,"Coming from the cool 2010 vintage, this 100% varietal wine doesn't quite seem to have fully ripened but still offers plenty of enjoyment with its savory notes of leafy herbs, olive and cherry. It's elegant in its styling with a fresh feel and a cinnamon-speckled finish.",,87,40,Oregon,Applegate Valley,Southern Oregon,Cabernet Sauvignon,Schmidt
343,France,"In this crisp, fresh, very dry rosé Champagne, the red fruits are laced with acidity and apple. A touch of bitterness suggests the wine needs to age a few months in bottle, to soften and get a more generous feel.",Cuvée Rosé Brut,87,59,Champagne,Champagne,,Champagne Blend,Tendil & Lombardi
344,US,"Racy acidity and oak-inspired lemon, lime and tropical fruit flavors mark this bone-dry, elegant wine, with a minerally edge. Don't drink it too cold.",Reserve,87,35,California,Russian River Valley,Sonoma,Chardonnay,Windsor Oaks
345,France,"Simple but with depth, this wine has structure and some good tannins, along with the bright cherry fruit flavors and balanced acidity. It's a wine to drink now, full of flavor and ripe fruits.",,87,,Beaujolais,Beaujolais,,Gamay,Domaine de la Prébende
346,US,"This brightly acidic, clean wine doesn't appear to have any oak influence. What you get are pure, ripe orange, Meyer lemon, lime and peach flavors that finish honeyed, yet dry. It's an easy wine to drink with many foods.",,87,7,California,California,California Other,Pinot Grigio,flipflop
347,US,"This single-vineyard selection is aggressively tannic, earthy and herbal. Time may help smooth it out. There's plenty of black fruits and dark chocolate, and chewy, somewhat rough tannins.",Bjornson Vineyard,87,36,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Grochau
348,US,"Richness and rusticity ride side by side in this Pinot Noir. It has enormously ripe raspberry, cherry and persimmon flavors, with a balanced jacket of oak and crisp acidity. On the other hand, the tannins are edgy, giving the wine a jagged feeling. The wine will age for many years, without gaining complexity.",Soberanes Vineyard,87,55,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Bernardus
349,Italy,"Subdued aromas recall Alpine wild flowers and lychee. The fresh, linear palate offers Golden Delicious apples and citrus notes with a hint of wax alongside crisp acidity.",Vom Stein,87,17,Northeastern Italy,Alto Adige,,Pinot Bianco,Castelfeder
350,France,"Chatons, which means “kittens,” indicates this is a younger style of wine from Château du Cèdre. The dark, perfumed, mint and black berry flavored fruits give richness and precociousness. The wine is going to develop over the short term so drink from 2016.",Chatons du Cèdre,87,,Southwest France,Cahors,,Malbec-Merlot,Château du Cèdre
351,US,"An unusual blend of Zinfandel, Petite Sirah and Teroldego, this red wine is dry and tannic. The blackberry, currant, mocha and white pepper flavors are drinking well now.",Sorcerer's Stone,87,45,California,California,California Other,Red Blend,Cinnabar
352,Italy,"This wine opens with an intense bouquet of white roses with accents of baking spices. The flowery sensation carries over to the palate along with ripe banana, pear and clove, plus the heat of alcohol. It concludes with a slightly sweet finish.",Movado,87,48,Northeastern Italy,Alto Adige,,Gewürztraminer,Andriano
353,Portugal,"Very Douro in its mineral texture and dry core, it also has a surround of ripe black fruits. It's concentrated and has some aging potential, although it can be drunk now.",Porrais,87,13,Douro,,,Portuguese Red,Quinta de Porrais
354,Portugal,"Still young, it is full of spice from wood aging along with juicy black fruits. It is soft, dominated by black currant and acidity. Not for aging, it will be ready by the end of 2014.",,87,,Tejo,,,Portuguese Red,Quinta do Casal Branco
355,Chile,"Reedy berry aromas mixed with herbal notes set up a chunky, voluminous palate. Spicy flavors of olive, green herbs, tobacco and oak run alongside berry and plum fruit. On the finish, a resiny oak flavor and herbal notes meld then fade away. This is 55% Carmenère, 30% Petit Verdot and 15% Syrah.",Anke Blend 2 Carménère-Petit Verdot-Shiraz,87,15,Maipo Valley,,,Red Blend,Santa Alicia
356,France,"A ripe, rich and deliciously spicy wine, it has a light touch of white pepper, red berry fruits and a broad brush of acidity. It's rounded, although with some tannic structure, and can certainly be drunk now.",Merlot/Duras,87,13,Southwest France,Côtes du Tarn,,Red Blend,Domaine D'en Ségur
357,US,"This Merlot-based blend is dry, hard in tannins and brisk in acids. It has an intense core of blackberries, black currants and oak. Ready to drink now, it needs rich, oily foods, like short ribs, to cut through the astringency.",The Immigrant,87,40,California,Paicines,Central Coast,Bordeaux-style Red Blend,Donati
358,US,"Notable for a soft, buttery creaminess that makes it feel caressing in the mouth. There's just enough acidity to give a boost to the intense lemondrop candy, pineapple, crème brulée and vanilla flavors. Drink up with roast chicken, grilled salmon or portobello mushroom risotto.",,87,22,California,Sta. Rita Hills,Central Coast,Chardonnay,Gainey
359,Portugal,"This wine shows its high alcohol with pepperiness and too much fruit richness. There is certainly power there, followed by superripe plums and dark tannins that are almost enveloped by the fruitiness. Drink from 2015.",Colheita Seleccionada,87,14,Alentejano,,,Portuguese Red,Herdade das Servas
360,Portugal,"A wine that packs a punch of black fruits and dark tannins, it is very structured. Still dense and dry, it needs to soften so the berry fruits will show, giving a rich wine with a fresher aftertaste. Drink from 2016.",Dornas,87,,Alentejano,,,Portuguese Red,Herdade do Rocim
361,US,"Perhaps it's the bottle age but this Zin is plush and voluptuous, bright in red raspberry and blackberry fruit with a smoky undertone. Layered, the texture is dense and the finish long. A good pizza wine.",Family Vine Old Vine,87,18,California,Lodi,Central Valley,Zinfandel,Herman Walters
362,US,"It flatters with ripe apricot, orange, lime and papaya flavors, enhanced with oak and brightened with acidity. Bone dry on the finish, it has a firm edge of minerality.",,87,35,California,California,California Other,Chardonnay,Hoyt Family Vineyards
363,US,"It shows good acidity, a pleasant scour of tannins and complex flavors of raspberries, currants and mushrooms. But a tannic graininess results in a lack of delicacy. Already throwing some sediment, it will age for many years.",Estate,87,60,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Kings Mountain
